"","Country","Gender","Age","EmploymentStatus","EmployerIndustry","FormalEducation","Major","CompensationAmount","CompensationCurrency","CurrentJobTitle","TitleFit","LanguageRecommendation","DataScienceIdentity","WorkDataVisualizations","JobSatisfaction","JobSatisfaction2"
"2101","Canada","Male",40,"Employed full-time","Insurance","Bachelor's degree","Mathematics or statistics",195000,"CAD","Other","Perfectly","R","Yes","76-99% of projects","9",9
"2102","United States","Male",47,"Employed full-time","Academic","Doctoral degree","Physics",72000,"USD","Scientist/Researcher","Fine","Python","Sort of (Explain more)","100% of projects","7",7
"2103","United States","Female",34,"Employed full-time","Government","Doctoral degree","Mathematics or statistics",50000,"USD","Data Analyst","Fine","Python","Sort of (Explain more)","10-25% of projects","6",6
"2104","Hong Kong","Male",31,"Employed full-time","Academic","Master's degree","Mathematics or statistics",15700,"HKD","Researcher","Poorly","Python","No","Less than 10% of projects","4",4
"2105","United States","Male",45,"Employed full-time","Academic","Doctoral degree","A health science",1e+05,"USD","DBA/Database Engineer","Fine","Python","No","Less than 10% of projects","9",9
"2106","Russia","Male",30,"Employed full-time","Mix of fields","Master's degree","Mathematics or statistics",1800000,"RUB","Data Analyst","Fine","Python","Yes","76-99% of projects","9",9
"2107","Canada","Male",40,"Independent contractor, freelancer, or self-employed","CRM/Marketing","Some college/university study without earning a bachelor's degree","Computer Science",150000,"CAD","Data Analyst","Fine","Python","Yes","100% of projects","8",8
"2108","Colombia","Male",25,"Employed full-time","Academic","Some college/university study without earning a bachelor's degree","Computer Science",4.8e+07,"COP","Engineer","Fine","R","Sort of (Explain more)","51-75% of projects","8",8
"2109","United States","Male",20,"Employed part-time","Financial","Some college/university study without earning a bachelor's degree","Mathematics or statistics",120000,"USD","Data Analyst","Fine","Python","Sort of (Explain more)","26-50% of projects","4",4
"2110","United States","Male",28,"Employed full-time","Telecommunications","Doctoral degree","Other",11500,"USD","Scientist/Researcher","Fine","Matlab","Sort of (Explain more)","76-99% of projects","8",8
"2111","Germany","Male",36,"Employed full-time","Mix of fields","Doctoral degree","Mathematics or statistics",90000,"EUR","Scientist/Researcher","Fine","Python","Sort of (Explain more)","51-75% of projects","10 - Highly Satisfied",10
"2112","United States","Male",48,"Employed full-time","Technology","Bachelor's degree","Information technology, networking, or system administration",2e+05,"USD","Machine Learning Engineer","Poorly","Python","Sort of (Explain more)","100% of projects","7",7
"2113","United States","Male",32,"Employed full-time","Financial","Master's degree","Computer Science",140000,"USD","Computer Scientist","Fine","Python","Yes","10-25% of projects","7",7
"2114","Switzerland","Male",37,"Employed full-time","Academic","Doctoral degree","Computer Science",98000,"CHF","Scientist/Researcher","Fine","Python","Sort of (Explain more)","Less than 10% of projects","2",2
"2115","Mexico","Male",45,"Employed full-time","Financial","Master's degree","Computer Science",624000,"MXN","DBA/Database Engineer","Fine","R","No","100% of projects","8",8
"2116","India","Male",30,"Employed full-time","Pharmaceutical","Bachelor's degree","Computer Science",1300000,"INR","Software Developer/Software Engineer","Perfectly","R","Yes","10-25% of projects","4",4
"2117","United States","Male",34,"Employed full-time","Academic","Doctoral degree","Physics",50000,"USD","Scientist/Researcher","Perfectly","Python","Sort of (Explain more)","76-99% of projects","7",7
"2118","Chile","Male",24,"Independent contractor, freelancer, or self-employed","Mix of fields","Bachelor's degree","Physics",12000,"USD","Software Developer/Software Engineer","Fine","Python","No","76-99% of projects","8",8
"2119","United States","Male",38,"Employed full-time","Government","Bachelor's degree","A social science",90000,"USD","Other","Fine","Python","Sort of (Explain more)","100% of projects","6",6
"2120","United States","Male",55,"Employed full-time","Technology","Master's degree","Electrical Engineering",230000,"USD","Software Developer/Software Engineer","Fine","Python","No","26-50% of projects","1 - Highly Dissatisfied",1
"2121","United States","A different identity",43,"Employed full-time","Government","Doctoral degree","A social science",158000,"USD","Scientist/Researcher","Fine","C/C++/C#","Yes","10-25% of projects","6",6
"2122","United States","Female",59,"Employed full-time","Technology","Doctoral degree","Other",190000,"USD","Statistician","Fine","Python","Yes","10-25% of projects","10 - Highly Satisfied",10
"2123","Other","Male",23,"Employed full-time","Other","Bachelor's degree","Computer Science",5e+05,"NPR","Software Developer/Software Engineer","Fine","Python","Sort of (Explain more)","76-99% of projects","4",4
"2124","United States","Male",52,"Employed full-time","Pharmaceutical","Bachelor's degree","Engineering (non-computer focused)",95000,"USD","Software Developer/Software Engineer","Fine","R","No","26-50% of projects","4",4
"2125","Brazil","Male",45,"Employed full-time","Government","Doctoral degree","Computer Science",2e+05,"BRL","Data Analyst","Poorly","Python","Yes","26-50% of projects","6",6
"2126","Mexico","Male",31,"Employed full-time","Financial","Bachelor's degree","Mathematics or statistics",18000,"MXN","Data Analyst","Fine","R","No","100% of projects","7",7
"2127","United States","Male",56,"Employed full-time","Academic","Doctoral degree","Mathematics or statistics",90000,"USD","Engineer","Perfectly","Python","No","None","4",4
"2128","United States","Male",31,"Employed full-time","Financial","Master's degree","Management information systems",106000,"USD","Other","Fine","Python","Yes","76-99% of projects","7",7
"2129","Canada","Male",52,"Employed full-time","Other","Master's degree","Computer Science",108000,"CAD","DBA/Database Engineer","Poorly","Python","No","26-50% of projects","7",7
"2130","India","Male",58,"Independent contractor, freelancer, or self-employed","Technology","Master's degree","Electrical Engineering",3e+06,"INR","Other","Fine","Python","No","76-99% of projects","8",8
"2131","United States","Female",56,"Employed full-time","Pharmaceutical","Master's degree","Engineering (non-computer focused)",1000,"USD","Scientist/Researcher","Fine","Python","Sort of (Explain more)","10-25% of projects","5",5
"2132","India","Male",32,"Employed full-time","Academic","Master's degree","Mathematics or statistics",4e+05,"INR","Other","Perfectly","Python","Yes","26-50% of projects","8",8
"2133","United States","Male",25,"Employed full-time","Technology","Master's degree","Computer Science",60000,"USD","Machine Learning Engineer","Fine","Python","Sort of (Explain more)","Less than 10% of projects","6",6
"2134","United States","Male",39,"Employed full-time","Other","Master's degree","Engineering (non-computer focused)",132000,"USD","Predictive Modeler","Fine","SQL","Sort of (Explain more)","51-75% of projects","8",8
"2135","United States","Male",31,"Employed full-time","Telecommunications","Master's degree","Electrical Engineering",110000,"USD","Engineer","Fine","Python","Sort of (Explain more)","51-75% of projects","4",4
"2136","United States","Male",39,"Employed full-time","Other","Master's degree","Engineering (non-computer focused)",140000,"USD","Software Developer/Software Engineer","Poorly","R","Yes","100% of projects","3",3
"2137","Colombia","Male",29,"Employed full-time","Academic","Master's degree","A social science",3e+06,"COP","Researcher","Fine","R","Yes","10-25% of projects","8",8
"2138","United States","Male",32,"Employed full-time","Technology","Master's degree","Engineering (non-computer focused)",3e+05,"USD","Other","Poorly","Python","Sort of (Explain more)","76-99% of projects","7",7
"2139","United States","Male",30,"Employed full-time","Government","Master's degree","Biology",46000,"USD","Statistician","Fine","Python","Sort of (Explain more)","26-50% of projects","6",6
"2140","Mexico","Male",27,"Employed full-time","Technology","Bachelor's degree","Information technology, networking, or system administration",360000,"MXN","Data Analyst","Fine","Python","No","100% of projects","6",6
"2141","United States","Male",63,"Employed full-time","Academic","Doctoral degree","Other",175000,"USD","Other","Perfectly","R","Yes","76-99% of projects","10 - Highly Satisfied",10
"2142","Finland","Male",29,"Employed full-time","Academic","Doctoral degree","Physics",30000,"EUR","Scientist/Researcher","Fine","Python","No","100% of projects","4",4
"2143","United States","Male",38,"Employed full-time","Academic","Master's degree","Electrical Engineering",90000,"USD","Software Developer/Software Engineer","Fine","Python","Yes","100% of projects","6",6
"2144","Japan","Male",32,"Employed full-time","Pharmaceutical","Doctoral degree","Other",15340000,"JPY","Other","Fine","Python","Sort of (Explain more)","51-75% of projects","8",8
"2145","Malaysia","Male",40,"Employed full-time","Manufacturing","Master's degree","Mathematics or statistics",50000,"USD","Data Analyst","Fine","R","No","100% of projects","8",8
"2146","India","Male",25,"Employed full-time","Technology","Bachelor's degree","Computer Science",1296000,"INR","Software Developer/Software Engineer","Poorly","Python","Sort of (Explain more)","51-75% of projects","3",3
"2147","Greece","Female",24,"Employed full-time","Technology","Master's degree","Computer Science",25000,"EUR","DBA/Database Engineer","Fine","Python","Yes","Less than 10% of projects","9",9
"2148","United States","Male",32,"Employed full-time","Other","Bachelor's degree","Mathematics or statistics",72000,"USD","Data Analyst","Fine","Python","Yes","51-75% of projects","6",6
"2149","Greece","Female",31,"Employed full-time","Military/Security","Master's degree","Computer Science",30000,"EUR","Machine Learning Engineer","Fine","Python","Sort of (Explain more)","51-75% of projects","6",6
"2150","United States","Male",31,"Employed full-time","Other","Bachelor's degree","Engineering (non-computer focused)",105000,"USD","Engineer","Fine","Python","Sort of (Explain more)","51-75% of projects","7",7
"2151","United States","Male",40,"Employed full-time","Academic","Doctoral degree","Electrical Engineering",130000,"USD","Researcher","Fine","Python","Yes","76-99% of projects","8",8
"2152","Brazil","Male",51,"Employed full-time","Pharmaceutical","Bachelor's degree","Mathematics or statistics",90000,"BRL","Data Analyst","Fine","R","Yes","76-99% of projects","7",7
"2153","United States","Female",61,"Employed full-time","Academic","Doctoral degree","Mathematics or statistics",190000,"USD","Scientist/Researcher","Fine","R","Yes","26-50% of projects","6",6
"2154","United States","Male",42,"Independent contractor, freelancer, or self-employed","Other","Master's degree","Computer Science",175000,"USD","DBA/Database Engineer","Poorly","Python","Yes","26-50% of projects","7",7
"2155","United States","Male",43,"Independent contractor, freelancer, or self-employed","CRM/Marketing","Bachelor's degree","Other",140000,"USD","Software Developer/Software Engineer","Poorly","Python","Sort of (Explain more)","100% of projects","5",5
"2156","United States","Male",26,"Employed full-time","Internet-based","Bachelor's degree","Mathematics or statistics",50000,"USD","Engineer","Fine","Python","No","Less than 10% of projects","8",8
"2157","United States","Male",34,"Employed full-time","CRM/Marketing","Master's degree","A humanities discipline",95000,"USD","Data Analyst","Fine","Python","No","100% of projects","7",7
"2158","Brazil","Male",29,"Employed full-time","Other","Bachelor's degree","I never declared a major",45000,"BRL","Statistician","Perfectly","Python","Yes","76-99% of projects","10 - Highly Satisfied",10
"2159","People 's Republic of China","Male",25,"Employed full-time","Technology","Master's degree","Computer Science",4e+05,"CNY","Machine Learning Engineer","Fine","Python","No","100% of projects","3",3
