Country,Gender,Age,EmploymentStatus,EmployerIndustry,FormalEducation,Major,CompensationAmount,CompensationCurrency,CurrentJobTitle,TitleFit,LanguageRecommendation,DataScienceIdentity,WorkDataVisualizations,JobSatisfaction
South Africa,Male,36,Employed full-time,Academic,Master's degree,Mathematics or statistics,400000,ZAR,Statistician,Perfectly,R,No,None,5
Germany,Male,26,Employed part-time,Government,Master's degree,Computer Science,18800,EUR,Machine Learning Engineer,Fine,R,Yes,51-75% of projects,7
United Kingdom,A different identity,40,Employed full-time,Academic,Doctoral degree,Physics,46000,GBP,Scientist/Researcher,Fine,Python,Yes,100% of projects,4
Other,Male,28,"Independent contractor, freelancer, or self-employed",Government,Master's degree,Mathematics or statistics,6000000,XOF,Statistician,Perfectly,Stata,Yes,76-99% of projects,4
Czech Republic,Male,25,Employed full-time,Internet-based,Master's degree,Computer Science,720000,CZK,Machine Learning Engineer,Fine,Python,Yes,76-99% of projects,7
India,Male,22,Employed full-time,Technology,Bachelor's degree,Computer Science,650000,INR,Scientist/Researcher,Fine,Python,Yes,100% of projects,7
Italy,Male,36,Employed full-time,Academic,Doctoral degree,Computer Science,30000,EUR,Researcher,Perfectly,Python,No,Less than 10% of projects,7
Canada,Male,48,Employed full-time,Technology,Doctoral degree,Physics,130000,CAD,Scientist/Researcher,Fine,Python,Yes,10-25% of projects,10 - Highly Satisfied
India,Male,26,Employed full-time,Technology,Bachelor's degree,Other,890000,INR,Business Analyst,Fine,R,No,10-25% of projects,6
United Kingdom,Male,38,Employed full-time,Financial,Master's degree,Physics,90000,GBP,Business Analyst,Poorly,R,Yes,51-75% of projects,7
Spain,Male,46,Employed full-time,Academic,Master's degree,"Information technology, networking, or system administration",31000,EUR,Researcher,Fine,Java,Sort of (Explain more),Less than 10% of projects,7
India,Male,44,Employed full-time,Technology,Master's degree,Mathematics or statistics,4800000,INR,Engineer,Fine,Haskell,No,51-75% of projects,5
Ukraine,Male,25,Employed full-time,Technology,Master's degree,"Information technology, networking, or system administration",3500,USD,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,8
Switzerland,Male,58,"Independent contractor, freelancer, or self-employed",Technology,Doctoral degree,Mathematics or statistics,75000,CHF,Business Analyst,Fine,Scala,Yes,10-25% of projects,10 - Highly Satisfied
United States,Male,36,Employed full-time,Military/Security,Master's degree,A social science,132000,USD,Researcher,Fine,R,Sort of (Explain more),76-99% of projects,6
Sweden,Male,50,Employed full-time,Pharmaceutical,Bachelor's degree,Electrical Engineering,650000,SEK,Data Analyst,Fine,Python,Yes,100% of projects,7
Hungary,Male,31,Employed full-time,Academic,Doctoral degree,Computer Science,6000000,HUF,Researcher,Fine,Python,Yes,10-25% of projects,7
Germany,Male,41,Employed full-time,CRM/Marketing,Bachelor's degree,Other,68000,EUR,Other,Perfectly,Python,No,Less than 10% of projects,8
Portugal,Male,37,Employed part-time,Academic,Doctoral degree,Physics,12000,EUR,Scientist/Researcher,Fine,C/C++/C#,Yes,10-25% of projects,8
Other,Male,26,Employed full-time,Academic,Doctoral degree,A health science,48000000,UGX,Software Developer/Software Engineer,Perfectly,Java,Yes,26-50% of projects,10 - Highly Satisfied
United Kingdom,Male,41,Employed full-time,Financial,Bachelor's degree,Computer Science,105000,GBP,Programmer,Fine,Python,Sort of (Explain more),10-25% of projects,3
India,Male,45,"Independent contractor, freelancer, or self-employed",Internet-based,Some college/university study without earning a bachelor's degree,Computer Science,250000,INR,Programmer,Fine,SQL,Sort of (Explain more),Less than 10% of projects,10 - Highly Satisfied
Brazil,Male,52,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,150,BRL,Scientist/Researcher,Fine,Python,Yes,51-75% of projects,10 - Highly Satisfied
France,Male,49,Employed full-time,Academic,Doctoral degree,Biology,55000,EUR,Data Analyst,Fine,R,Yes,10-25% of projects,8
Greece,Male,35,Employed full-time,Technology,Master's degree,Mathematics or statistics,30000,EUR,Statistician,Fine,R,Yes,10-25% of projects,7
United States,Male,67,Employed full-time,Academic,Master's degree,Electrical Engineering,68000,USD,Other,Perfectly,C/C++/C#,Sort of (Explain more),100% of projects,10 - Highly Satisfied
Pakistan,Male,32,Employed full-time,Government,Master's degree,Mathematics or statistics,600000,PKR,Statistician,Fine,R,Yes,76-99% of projects,7
Other,Male,31,Employed part-time,Government,Master's degree,Computer Science,750000,IQD,Researcher,Fine,Python,Yes,26-50% of projects,5
United States,Male,33,Employed full-time,Other,Doctoral degree,Computer Science,105040,USD,Software Developer/Software Engineer,Fine,Python,No,76-99% of projects,4
Turkey,Male,37,Employed full-time,Academic,Doctoral degree,Other,250000,TRY,Other,Fine,C/C++/C#,Yes,Less than 10% of projects,9
Ireland,Female,34,Employed full-time,Financial,Doctoral degree,Other,75000,EUR,Data Analyst,Perfectly,R,Yes,None,1 - Highly Dissatisfied
United States,Male,30,Employed full-time,Internet-based,Master's degree,A humanities discipline,137000,USD,Machine Learning Engineer,Perfectly,Python,Sort of (Explain more),None,10 - Highly Satisfied
Iran,Male,34,Employed full-time,Financial,Master's degree,Other,400000000,IRR,Data Analyst,Fine,SQL,Sort of (Explain more),76-99% of projects,8
Poland,Male,37,Employed full-time,Academic,Doctoral degree,A social science,26400,PLN,Scientist/Researcher,Fine,R,Yes,76-99% of projects,3
Russia,Male,22,Employed full-time,Manufacturing,Bachelor's degree,"Information technology, networking, or system administration",33000,RUB,Programmer,Fine,Python,No,100% of projects,6
United States,Male,31,Employed full-time,Technology,Master's degree,Computer Science,146000,USD,Software Developer/Software Engineer,Fine,Python,Yes,10-25% of projects,6
Spain,Male,47,"Independent contractor, freelancer, or self-employed",CRM/Marketing,Master's degree,Computer Science,60000,EUR,Data Analyst,Fine,Python,Sort of (Explain more),76-99% of projects,10 - Highly Satisfied
Spain,Male,32,Employed full-time,CRM/Marketing,Bachelor's degree,"Information technology, networking, or system administration",28000,EUR,Data Analyst,Fine,R,No,51-75% of projects,9
People 's Republic of China,Male,29,Employed full-time,Telecommunications,Master's degree,Psychology,400000,CNY,Data Miner,Poorly,Python,No,10-25% of projects,6
United States,Male,23,Employed full-time,Insurance,Master's degree,Mathematics or statistics,30000,USD,Other,Perfectly,Python,No,10-25% of projects,4
United States,Male,63,Employed full-time,Academic,Doctoral degree,Other,83000,USD,Researcher,Fine,SQL,Yes,76-99% of projects,8
Colombia,Male,31,Employed full-time,Telecommunications,Master's degree,Mathematics or statistics,54000000,COP,Business Analyst,Poorly,R,Yes,76-99% of projects,6
Mexico,Female,34,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,47800,MXN,Scientist/Researcher,Perfectly,R,Yes,51-75% of projects,10 - Highly Satisfied
Mexico,Male,31,Employed full-time,Technology,Bachelor's degree,Mathematics or statistics,380000,MXN,Software Developer/Software Engineer,Fine,C/C++/C#,Yes,10-25% of projects,I prefer not to share
Brazil,Male,24,Employed part-time,Hospitality/Entertainment/Sports,Bachelor's degree,Computer Science,18000,BRL,Scientist/Researcher,Poorly,Python,Yes,76-99% of projects,8
United States,Male,32,Employed full-time,Financial,Master's degree,Mathematics or statistics,70000,USD,Data Analyst,Fine,R,Sort of (Explain more),51-75% of projects,7
Mexico,Male,36,Employed full-time,Telecommunications,Bachelor's degree,Mathematics or statistics,300000,MXN,Data Miner,Perfectly,Python,No,76-99% of projects,4
United States,Male,36,Employed full-time,Academic,Doctoral degree,Other,300000,USD,Scientist/Researcher,Fine,Python,Yes,100% of projects,6
United States,Male,32,Employed full-time,CRM/Marketing,Master's degree,Physics,100000,USD,Engineer,Fine,Python,Sort of (Explain more),Less than 10% of projects,8
United States,Male,46,Employed full-time,Manufacturing,Master's degree,Physics,220000,USD,Machine Learning Engineer,Fine,Java,Yes,26-50% of projects,10 - Highly Satisfied
Netherlands,Male,52,Employed full-time,Non-profit,Bachelor's degree,Biology,55000,EUR,Data Analyst,Poorly,R,No,51-75% of projects,7
Other,Male,22,Employed full-time,Technology,Master's degree,Computer Science,50000,BDT,Software Developer/Software Engineer,Fine,Python,No,None,1 - Highly Dissatisfied
Brazil,Male,51,Employed full-time,Government,Doctoral degree,Physics,200000,BRL,Scientist/Researcher,Fine,Python,Sort of (Explain more),51-75% of projects,7
United States,Male,26,Employed full-time,Technology,Master's degree,Electrical Engineering,140000,USD,Software Developer/Software Engineer,Fine,Python,Yes,26-50% of projects,8
India,Female,34,Employed full-time,Academic,Master's degree,Computer Science,480000,INR,Researcher,Fine,R,Sort of (Explain more),51-75% of projects,3
United States,Male,28,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),30000,USD,Scientist/Researcher,Perfectly,Python,Yes,51-75% of projects,9
France,Male,27,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,35000,EUR,Scientist/Researcher,Perfectly,Python,Yes,51-75% of projects,8
United States,Male,53,Employed full-time,Government,Master's degree,Physics,77500,USD,Data Analyst,Poorly,Python,Yes,Less than 10% of projects,2
Brazil,Male,32,Employed full-time,Government,Doctoral degree,Computer Science,13200,BRL,Scientist/Researcher,Fine,C/C++/C#,Yes,26-50% of projects,4
Egypt,Male,38,Employed full-time,Academic,Doctoral degree,"Information technology, networking, or system administration",70000,EGP,Scientist/Researcher,Fine,Python,No,10-25% of projects,6
France,Female,22,Employed full-time,Mix of fields,Master's degree,Mathematics or statistics,35000,EUR,Data Analyst,Poorly,Matlab,No,76-99% of projects,2
Egypt,Male,49,Employed full-time,Academic,Doctoral degree,Electrical Engineering,6000,EGP,Scientist/Researcher,Perfectly,R,Yes,10-25% of projects,7
United States,Male,27,Employed full-time,Technology,Bachelor's degree,Electrical Engineering,125000,USD,Data Analyst,Fine,Python,Yes,26-50% of projects,4
Canada,Male,49,Employed full-time,Technology,Master's degree,Electrical Engineering,125000,CAD,Predictive Modeler,Fine,R,Yes,100% of projects,10 - Highly Satisfied
United States,Male,50,Employed full-time,Retail,Master's degree,Computer Science,190000,USD,Other,Fine,Python,Yes,Less than 10% of projects,7
Japan,Male,36,Employed full-time,CRM/Marketing,Master's degree,Other,7000000,JPY,Software Developer/Software Engineer,Poorly,Python,No,10-25% of projects,3
Colombia,Male,29,Employed full-time,Other,Master's degree,Electrical Engineering,6000000,COP,Data Analyst,Fine,Python,No,100% of projects,7
United States,Female,41,Employed full-time,CRM/Marketing,Master's degree,A humanities discipline,95000,USD,Machine Learning Engineer,Fine,Python,No,10-25% of projects,6
Canada,Female,23,Employed full-time,Academic,Master's degree,Physics,21483,CAD,Scientist/Researcher,Fine,Python,Sort of (Explain more),76-99% of projects,7
Colombia,Male,44,Employed full-time,Academic,Master's degree,Other,100000000,COP,Other,Perfectly,R,Sort of (Explain more),26-50% of projects,7
People 's Republic of China,Male,28,Employed full-time,Technology,Bachelor's degree,Mathematics or statistics,640000,CNY,Software Developer/Software Engineer,Perfectly,Matlab,Yes,10-25% of projects,5
United States,Male,21,Employed full-time,Insurance,Bachelor's degree,Computer Science,72000,USD,Software Developer/Software Engineer,Fine,Python,No,51-75% of projects,8
Australia,Male,30,Employed full-time,Financial,Bachelor's degree,Mathematics or statistics,97000,AUD,Data Analyst,Fine,Python,Sort of (Explain more),51-75% of projects,8
Australia,Male,74,"Independent contractor, freelancer, or self-employed",Other,Doctoral degree,A social science,140000,AUD,Scientist/Researcher,Fine,Stata,Yes,100% of projects,10 - Highly Satisfied
Iran,Male,25,Employed full-time,Financial,Bachelor's degree,Computer Science,800000000,IRR,Engineer,Fine,C/C++/C#,No,26-50% of projects,9
Australia,Male,33,Employed full-time,Government,Doctoral degree,A social science,125000,AUD,Data Analyst,Fine,Python,Sort of (Explain more),76-99% of projects,9
France,Male,37,Employed full-time,Manufacturing,Master's degree,Computer Science,43000,EUR,Machine Learning Engineer,Perfectly,Python,Sort of (Explain more),76-99% of projects,9
Other,Male,36,"Independent contractor, freelancer, or self-employed",Government,Master's degree,Computer Science,5000000,BDT,Machine Learning Engineer,Poorly,Python,No,26-50% of projects,8
United States,Female,23,Employed full-time,Hospitality/Entertainment/Sports,Master's degree,Mathematics or statistics,70000,USD,Business Analyst,Fine,Python,No,Less than 10% of projects,6
Germany,Male,32,Employed full-time,Retail,Master's degree,Mathematics or statistics,33000,EUR,Business Analyst,Fine,R,Yes,100% of projects,1 - Highly Dissatisfied
Singapore,Male,29,Employed full-time,Technology,Doctoral degree,Electrical Engineering,60000,SGD,Scientist/Researcher,Perfectly,Python,Yes,10-25% of projects,10 - Highly Satisfied
Switzerland,Male,38,Employed full-time,Academic,Doctoral degree,A health science,75000,CHF,Researcher,Fine,Python,Yes,51-75% of projects,8
India,Male,30,Employed full-time,Internet-based,Bachelor's degree,Engineering (non-computer focused),1600000,INR,Software Developer/Software Engineer,Perfectly,Python,Sort of (Explain more),10-25% of projects,8
India,Female,29,Employed full-time,Pharmaceutical,Bachelor's degree,Engineering (non-computer focused),1200000,INR,DBA/Database Engineer,Fine,Python,No,Less than 10% of projects,7
United States,Male,39,Employed full-time,Other,Master's degree,Computer Science,111000,USD,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),100% of projects,9
Netherlands,Male,38,Employed full-time,Government,Master's degree,Physics,60000,EUR,Data Analyst,Fine,Python,Yes,Less than 10% of projects,9
Netherlands,Male,37,Employed full-time,Financial,Doctoral degree,Other,250000,EUR,Researcher,Fine,Python,Yes,Less than 10% of projects,7
